"n_PORiskAdditionalFloodInfo_PK","n_PORiskMasterFK","n_POTermMasterFK","n_CreatedTransactionFK","s_CommunityNumber","s_CommunityName","s_PanelNumber","s_MapSuffix","s_FloodZone","s_FloodZoneGroup","S_CommunitySFHA","s_CountyName","s_GrandfatheringTypeCode","s_BaseElevation","s_GICommunityNo","s_GIPanelNo","s_GIMapSuffix","s_GIMapZone","s_PriorPolicyNo","s_PriorPolicyExpDt","s_PriorCommunityNumber","s_PriorPanelNumber","s_PriorMapSuffix","s_PriorFloodZone","d_PriorMapDate","s_PriorBaseElevation","s_PolicyTypeCode","s_PolicyWaitingPeriod","d_PropertyPurchaseDt","s_PolicyMeetPRP","d_FloodLoanClosingDt","s_PriorCompanyNAIC","d_PriorNBDate","s_isInsuredTenant","s_RentalProperty","s_CondoOwnership","s_CondoDescription","s_IsCoverageFor","s_ManufactureMobileHome","s_DtOfConstructionSource","d_DateOfConstruction","s_BuildingCourseConstruction","s_BuildingOverWater","s_IsFoudationPartInWater","s_BuildingFederalLand","s_Occupancy","s_InsuredResides","s_NoOfUnits","s_BuildingPurpose","s_AddExtCoverage","s_Foundation","s_NoOfFloors","s_IsInsuredNonProfitEnt","s_IsBuildingHouseWarship","s_BuildingType","s_BuildingUse","s_IsSmallBusinessEmp","s_IsAgriculturalStruct","s_BuildingDescription","s_CBRSorOPA","d_CBRSOPADate","s_SevereLossProperty","s_FloodProgramType","s_FloodConstructionType","s_isBuildingWallRoof","d_InitialFirmDate","s_DetachedGarage","s_AddExtOtherAttachedGarage","n_ReplacementCost","n_ReplacementCostRatio","s_OtherBuilding","s_ContentLocationTRRP","s_PersonalPropertyHousehold","s_PersonalPropertyHouseholdDescribe","s_WithCOC_OR_EC","s_ElevationDifference","s_ElevationDifferenceTRRP","s_ElevationCertificateType","s_ElevatedBldgFreeObstruction","s_SubstantialImprovement","s_PolicyAssignment","n_PercResidentialPurposes","s_IsTownRowCondo","s_ResidentialUnit","s_NonResidentialUnit","s_TotalSqFootage","s_NonResidSqFootage","s_FloorInBuild","s_MobileHomePark","d_MobileHomeParkDate","s_IsPolicyMortgage","s_BaseFloodElevation","d_CurrentFirmDate","s_IsPriorFIPPolicy","s_IsReqByLender","s_IsPriorNFIPLapsed","s_IsCommunitySuspension","d_SuspensionDate","d_ReinstatementDate","s_IsEffeWithIn180Days","s_NoOfElevator","s_BldgConstructionType","s_NoOfDetatchedStruct","s_IsBldgContainME","s_AllMachinaryElevated","s_UnitLocatedOnFloor","s_IsPropNewlyMapped","s_IsNewPurchase","s_IsBldgNRHP","d_SubstantialImprovmentDate","s_IsPreFirmSubsidyEligible","s_RiskRating20","s_IsAddInsureds","s_TableNo","metadata","n_CreatedUser","d_CreatedDate","n_UpdatedUser","d_UpdatedDate"
303,27,216,306,"320018",,"8850",F,AOB,"",,NYE COUNTY,NOGRANDFATHERING,,"320018","8850",F,AO,,,,,,,,,SFIP,ROLLOVER_RENEWAL,,,,,,TENANT,NO,NO,,UNIT,NO,ORIGINALCONSTRDT,"1990-12-01",NO,NOTOVERWATER,NO,NO,SINGLEFAMILY,YES,"1","100RESIDENTIAL",NAX,SLABONGRADE,FLDONERFLOOR,NO,NO,,MAINHOUSEBLDG,NO,NO,,,,NO,FLOODREGULAR,FLDPOSTFIRM,NO,,NO,YES,8900.0,999,,LOWESTFLRONLYABOVEGROUNDLEVEL,YES,,,"00000",,"","10",,"",0,NO,,,,,,,,,"1","2015-12-02",NO,NO,NO,NO,,,,"0",,,,,,,,,,NO,NO,,R3A,"{""s_RRMethod"":""1"",""formType"":""Dwelling Policy"",""CovrgRequestedID"":""BUILDINGCONTENT""}",1,"2020-12-15 12:00:00",1,"2023-12-01 21:40:55"
304,34,217,307,"225199",,"0220",F,AE,AE,,JEFFERSON PARISH,NOGRANDFATHERING,,"225199","0220",F,AE,,,,,,,,,SFIP,ROLLOVER_RENEWAL,,,,,,TENANT,NO,NO,,UNIT,NO,ORIGINALCONSTRDT,"1969-07-01",NO,,NO,NO,SINGLEFAMILY,YES,"1","100RESIDENTIAL",,SLABONGRADE,FLDTWOFLOORS,NO,NO,,,NO,NO,,,,NO,FLOODREGULAR,FLDPREFIRM,NO,,NO,NO,0.0,0,,,NO,,,"00020",PLUSTWO,"","10",,"",0,NO,,,,,,,,,-4,"2018-02-02",YES,NO,NO,NO,,,,"0",,,,,,,,,,YES,NO,,R3B,"{""s_RRMethod"":""B"",""formType"":""Dwelling Policy"",""CovrgRequestedID"":""BUILDINGONLY""}",1,"2020-05-12 12:00:00",1,"2023-12-01 21:40:55"
305,31,196,304,"060339",,"0003",C,A13,"1",,SANTA CLARA COUNTY,CONTINUOUSCOVERAGE,,"060339","0208",H,AE,,,,,,,,,SFIP,ROLLOVER_RENEWAL,,,,,,TENANT,NO,NO,,UNIT,NO,ORIGINALCONSTRDT,"1965-03-17",NO,NOTOVERWATER,NO,NO,SINGLEFAMILY,YES,"1","100RESIDENTIAL",NAX,SLABONGRADE,FLDONERFLOOR,NO,NO,,,NO,NO,,,,NO,FLOODREGULAR,FLDPREFIRM,NO,,NO,YES,211000.0,118,,,YES,,,"00010",PLUSONE,"","10",,"",0,NO,,,,,,,,,"295","2009-05-18",YES,NO,NO,NO,,,,"0",,,,,,,,,,YES,NO,,R3B,"{""s_RRMethod"":""B"",""formType"":""Dwelling Policy"",""CovrgRequestedID"":""BUILDINGONLY""}",1,"2019-12-10 12:00:00",1,"2023-12-01 21:40:54"
306,28,198,303,"320018",,"8825",F,AOB,"",,NYE COUNTY,NOGRANDFATHERING,,"320018","8825",F,AO,,,,,,,,,SFIP,ROLLOVER_RENEWAL,,,,,,TENANT,NO,NO,,UNIT,NO,ORIGINALCONSTRDT,"2001-11-20",NO,NOTOVERWATER,NO,NO,SINGLEFAMILY,YES,"1","100RESIDENTIAL",NAX,SLABONGRADE,FLDONERFLOOR,NO,NO,,MAINHOUSEBLDG,NO,NO,,,,NO,FLOODREGULAR,FLDPOSTFIRM,NO,,NO,YES,24200.0,999,,LOWESTFLRONLYABOVEGROUNDLEVEL,YES,,,"00000",,"","10",,"",0,NO,,,,,,,,,"1","2015-12-02",NO,NO,NO,NO,,,,"0",,,,,,,,,,NO,NO,,R3A,"{""s_RRMethod"":""1"",""formType"":""Dwelling Policy"",""CovrgRequestedID"":""BUILDINGCONTENT""}",1,"2018-10-09 12:00:00",1,"2023-12-01 21:40:54"
307,33,215,305,"290307",,"0290",D,AE,AE,,RAY COUNTY,NOGRANDFATHERING,,"000000","","",AE,,,,,,,,,SFIP,ROLLOVER_RENEWAL,,,,,,TENANT,NO,NO,,UNIT,NO,ORIGINALCONSTRDT,"1963-07-01",NO,,NO,NO,SINGLEFAMILY,YES,"1","100RESIDENTIAL",,ELEWATEDONCRAWLSPACE,FLDONERFLOOR,NO,NO,,,NO,NO,,,,NO,FLOODREGULAR,FLDPREFIRM,NO,,NO,NO,50720.0,124,,,NO,,,"09990",,"","10",,"",0,NO,,,,,,,,,"692","2012-06-19",YES,NO,NO,NO,,,,"0",,,,,,,,,,YES,NO,,R2A,"{""s_RRMethod"":""1"",""formType"":""Dwelling Policy"",""CovrgRequestedID"":""BUILDINGONLY""}",1,"2019-03-20 12:00:00",1,"2023-12-01 21:40:54"
308,30,218,308,"320018",,"8740",F,AOB,"",,NYE COUNTY,NOGRANDFATHERING,,"320018","8740",F,AOB,,,,,,,,,SFIP,ROLLOVER_RENEWAL,,,,,,TENANT,NO,NO,,UNIT,NO,ORIGINALCONSTRDT,"1999-02-12",NO,NOTOVERWATER,NO,NO,SINGLEFAMILY,YES,"1","100RESIDENTIAL",,SLABONGRADE,FLDONERFLOOR,NO,NO,,MAINHOUSEBLDG,NO,NO,,,,NO,FLOODREGULAR,FLDPOSTFIRM,NO,,NO,NO,22280.0,999,,LOWESTFLRONLYABOVEGROUNDLEVEL,YES,,,"00000",,"","10",,"",0,NO,,,,,,,,,"9999","2015-12-02",NO,NO,NO,NO,,,,"0",,,,,,,,,,NO,NO,,R3A,"{""s_RRMethod"":""1"",""formType"":""Dwelling Policy"",""CovrgRequestedID"":""BUILDINGCONTENT""}",1,"2021-01-14 12:00:00",1,"2023-12-01 21:40:55"
309,39,222,312,"120676",,"0134",L,AE,AE,,MIAMI-DADE COUNTY,NOGRANDFATHERING,,"120676","0134",L,AE,,,,,,,,,SFIP,ROLLOVER_RENEWAL,,,,,,TENANT,NO,NO,,UNIT,NO,BLDGPERMITDT,"1998-12-01",NO,NOTOVERWATER,NO,NO,SINGLEFAMILY,NO,"1","100RESIDENTIAL",,SLABONGRADE,FLDTWOFLOORS,NO,NO,,MAINHOUSEBLDG,NO,NO,,,,NO,FLOODREGULAR,FLDPOSTFIRM,NO,,NO,NO,19970.0,999,,LOWESTFLRABOVEGROUNDLEVELHIGHFLRS,NO,,,"00020",PLUSTWO,"","10",,"",0,NO,,,,,,,,,"6","2009-09-11",NO,NO,NO,NO,,,,"0",,,,,,,,,,NO,NO,,R3B,"{""s_RRMethod"":""1"",""formType"":""Dwelling Policy"",""CovrgRequestedID"":""BUILDINGCONTENT""}",1,"2020-11-02 12:00:00",1,"2023-12-01 21:40:55"
310,42,219,309,"220019",,"0125",B,A,A,,AVOYELLES PARISH,NOGRANDFATHERING,,"000000","","",A,,,,,,,,,SFIP,ROLLOVER_RENEWAL,,,,,,TENANT,NO,NO,,UNIT,NO,ORIGINALCONSTRDT,"1980-02-25",NO,,NO,NO,SINGLEFAMILY,NO,"1","100RESIDENTIAL",,ELEWATEDONCRAWLSPACE,FLDONERFLOOR,NO,NO,,,NO,NO,,,,NO,FLOODREGULAR,FLDPREFIRM,NO,,NO,NO,66000.0,133,,LOWESTFLRONLYABOVEGROUNDLEVEL,NO,,,"09990",,"","10",,"",0,NO,,,,,,,,,"0","1980-02-26",YES,NO,NO,NO,,,,"0",,,,,,,,,,NO,NO,,R2B,"{""s_RRMethod"":""1"",""formType"":""Dwelling Policy"",""CovrgRequestedID"":""BUILDINGCONTENT""}",1,"2017-04-17 12:00:00",1,"2023-12-01 21:40:55"
311,24,221,311,"320018",,"8740",F,AOB,"",,NYE COUNTY,NOGRANDFATHERING,,"000000","","",AO,,,,,,,,,SFIP,ROLLOVER_RENEWAL,,,,,,TENANT,NO,NO,,UNIT,NO,ORIGINALCONSTRDT,"2001-11-27",NO,NOTOVERWATER,NO,NO,SINGLEFAMILY,YES,"1","100RESIDENTIAL",,SLABONGRADE,FLDONERFLOOR,NO,NO,,MAINHOUSEBLDG,NO,NO,,,,NO,FLOODREGULAR,FLDPOSTFIRM,NO,,NO,NO,245000.0,100,,,YES,,,"00000",,"","10",,"",0,NO,,,,,,,,,"1","2015-12-02",NO,NO,NO,NO,,,,"0",,,,,,,,,,NO,NO,,R3A,"{""s_RRMethod"":""1"",""formType"":""Dwelling Policy"",""CovrgRequestedID"":""BUILDINGONLY""}",1,"2020-11-25 12:00:00",1,"2023-12-01 21:40:55"
312,40,223,313,"120651",,"0307",L,AE,AE,,MIAMI-DADE COUNTY,NOGRANDFATHERING,,"120651","0307",L,AE,,,,,,,,,SFIP,ROLLOVER_RENEWAL,,,,,,TENANT,NO,NO,,UNIT,NO,ORIGINALCONSTRDT,"1972-09-28",NO,NOTOVERWATER,NO,NO,SINGLEFAMILY,YES,"1","100RESIDENTIAL",,ELEWATEDONCRAWLSPACE,FLDONERFLOOR,NO,NO,,,NO,NO,,,,NO,FLOODREGULAR,FLDPREFIRM,NO,,NO,NO,0.0,0,,,NO,,,"09990",,"","10",,"",0,NO,,,,,,,,,"0","2009-09-11",NO,NO,NO,NO,,,,"0",,,,,,,,,,YES,NO,,R2A,"{""s_RRMethod"":""1"",""formType"":""Dwelling Policy"",""CovrgRequestedID"":""BUILDINGONLY""}",1,"2019-09-23 12:00:00",1,"2023-12-01 21:40:55"
313,38,220,310,"220001",,"0375",D,X,X,,ACADIA PARISH,NOGRANDFATHERING,,"000000","","",X,,,,,,,,,PRP,ROLLOVER_RENEWAL,,,,,,TENANT,NO,NO,,UNIT,NO,BLDGPERMITDT,"1975-07-01",NO,,NO,NO,SINGLEFAMILY,YES,"1","100RESIDENTIAL",,SLABONGRADE,FLDONERFLOOR,NO,NO,,,NO,NO,,,,NO,FLOODREGULAR,FLDPREFIRM,NO,,NO,NO,0.0,0,,LOWESTFLRONLYABOVEGROUNDLEVEL,NO,,,"09990",,"","10",,"",0,NO,,,,,,,,,"9999","2010-11-26",NO,NO,NO,NO,,,,"0",,,,,,,,,,YES,NO,,P3A,"{""s_RRMethod"":""7"",""formType"":""Dwelling Policy"",""CovrgRequestedID"":""BUILDINGCONTENT""}",1,"2020-09-04 12:00:00",1,"2023-12-01 21:40:55"
314,37,225,315,"120635",,"0000",C,AHB,"",,MIAMI-DADE COUNTY,NOGRANDFATHERING,,"120635","0000",C,AHB,,,,,,,,,SFIP,ROLLOVER_RENEWAL,,,,,,TENANT,NO,NO,,UNIT,NO,ORIGINALCONSTRDT,"1975-07-01",NO,NOTOVERWATER,NO,NO,SINGLEFAMILY,YES,"1","100RESIDENTIAL",,ELEWATEDONCRAWLSPACE,FLDONERFLOOR,NO,NO,,MAINHOUSEBLDG,NO,NO,,,,NO,FLOODREGULAR,FLDPOSTFIRM,NO,,NO,NO,0.0,0,,LOWESTFLRONLYABOVEGROUNDLEVEL,NO,,,"00000",,"","10",,"",0,NO,,,,,,,,,"9999","1978-08-25",NO,NO,NO,NO,,,,"0",,,,,,,,,,NO,NO,,R3A,"{""s_RRMethod"":""1"",""formType"":""Dwelling Policy"",""CovrgRequestedID"":""BUILDINGCONTENT""}",1,"2020-07-15 12:00:00",1,"2023-12-01 21:40:55"
315,41,226,316,"120635",,"0000",C,AHB,"",,MIAMI-DADE COUNTY,NOGRANDFATHERING,,"120635","0000",C,AHB,,,,,,,,,SFIP,ROLLOVER_RENEWAL,,,,,,TENANT,NO,NO,,UNIT,NO,ORIGINALCONSTRDT,"1975-07-01",NO,NOTOVERWATER,NO,NO,SINGLEFAMILY,YES,"1","100RESIDENTIAL",,ELEWATEDONCRAWLSPACE,FLDONERFLOOR,NO,NO,,MAINHOUSEBLDG,NO,NO,,,,NO,FLOODREGULAR,FLDPOSTFIRM,NO,,NO,NO,25000.0,999,,LOWESTFLRONLYABOVEGROUNDLEVEL,NO,,,"00030",PLUSTHREE,"","10",,"",0,NO,,,,,,,,,"9999","1978-08-25",NO,NO,NO,NO,,,,"0",,,,,,,,,,NO,NO,,R3A,"{""s_RRMethod"":""1"",""formType"":""Dwelling Policy"",""CovrgRequestedID"":""BUILDINGCONTENT""}",1,"2019-10-31 12:00:00",1,"2023-12-01 21:40:55"
316,36,224,314,"220164",,"0200",C,X,X,,ST. JOHN THE BAPTIST PARISH,CONTINUOUSCOVERAGE,,"220164","0210",D,AE,,,,,,,,,PRP,ROLLOVER_RENEWAL,,,,,,TENANT,NO,NO,,UNIT,NO,ORIGINALCONSTRDT,"1985-08-08",NO,NOTOVERWATER,NO,NO,SINGLEFAMILY,YES,"1","100RESIDENTIAL",NAX,SLABONGRADE,FLDONERFLOOR,NO,NO,,MAINHOUSEBLDG,NO,NO,,,,NO,FLOODREGULAR,FLDPOSTFIRM,YES,,NO,YES,0.0,0,,LOWESTFLRONLYABOVEGROUNDLEVEL,YES,,,"09990",,"","10",,"",0,NO,,,,,,,,,"4","2010-11-04",YES,NO,NO,NO,,,,"0",,,,,,,,,,NO,NO,,NM3,"{""s_RRMethod"":""7"",""formType"":""Dwelling Policy"",""CovrgRequestedID"":""BUILDINGCONTENT""}",1,"2018-08-08 12:00:00",1,"2023-12-01 21:40:55"
317,43,227,318,"120635",,"0455",G,AE,AE,,MIAMI-DADE COUNTY,NOGRANDFATHERING,,"120635","0455",G,AE,,,,,,,,,SFIP,LENDER30,,,,,,TENANT,NO,NO,,UNIT,NO,ORIGINALCONSTRDT,"1972-07-01",NO,,NO,NO,SINGLEFAMILY,YES,"1","100RESIDENTIAL",,SLABONGRADE,FLDONERFLOOR,NO,NO,,,NO,NO,,,,NO,FLOODREGULAR,FLDPREFIRM,NO,,NO,NO,12100.0,999,,,NO,,,"00020",PLUSTWO,"","10",,"",0,NO,,,,,,,,,"10",,YES,NO,NO,NO,,,,"0",,,,,,,,,,YES,NO,,R3B,"{""s_RRMethod"":""B"",""formType"":""Dwelling Policy"",""CovrgRequestedID"":""BUILDINGONLY""}",1,"2016-08-29 12:00:00",1,"2023-12-01 21:40:55"
318,31,196,317,"060339",,"0003",C,A13,"1",,SANTA CLARA COUNTY,CONTINUOUSCOVERAGE,,"060339","0208",H,AE,,,,,,,,,SFIP,ROLLOVER_RENEWAL,,,,,,TENANT,NO,NO,,UNIT,NO,ORIGINALCONSTRDT,"1965-03-17",NO,NOTOVERWATER,NO,NO,SINGLEFAMILY,YES,"1","100RESIDENTIAL",NAX,SLABONGRADE,FLDONERFLOOR,NO,NO,,,NO,NO,,,,NO,FLOODREGULAR,FLDPREFIRM,NO,,NO,YES,21100.0,999,,,YES,,,"00010",PLUSONE,"","10",,"",0,NO,,,,,,,,,"295","2009-05-18",YES,NO,NO,NO,,,,"0",,,,,,,,,,YES,NO,,R3B,"{""s_RRMethod"":""B"",""formType"":""Dwelling Policy"",""CovrgRequestedID"":""BUILDINGONLY""}",1,"2020-01-23 12:00:00",1,"2023-12-01 21:40:55"
319,32,228,319,"400462",,"0193",K,X,X,,TULSA COUNTY,NOGRANDFATHERING,,"400462","0193",K,X,,,,,,,,,PRP,ROLLOVER_RENEWAL,,,,,,TENANT,NO,NO,,UNIT,NO,ORIGINALCONSTRDT,"1961-09-16",NO,,NO,NO,SINGLEFAMILY,YES,"1","100RESIDENTIAL",,SLABONGRADE,FLDONERFLOOR,NO,NO,,MAINHOUSEBLDG,NO,NO,,,,NO,FLOODREGULAR,FLDPREFIRM,NO,,NO,NO,7500.0,999,,LOWESTFLRONLYABOVEGROUNDLEVEL,YES,,,"09990",,"","10",,"",0,NO,,,,,,,,,"9999","2009-08-03",NO,NO,NO,NO,,,,"0",,,,,,,,,,YES,NO,,P3A,"{""s_RRMethod"":""7"",""formType"":""Dwelling Policy"",""CovrgRequestedID"":""BUILDINGCONTENT""}",1,"2021-04-13 12:00:00",1,"2023-12-01 21:40:55"
320,34,230,323,"225199",,"0220",F,AE,AE,,JEFFERSON PARISH,NOGRANDFATHERING,,"225199","0220",F,AE,,,,,,,,,SFIP,ROLLOVER_RENEWAL,,,,,,TENANT,NO,NO,,UNIT,NO,ORIGINALCONSTRDT,"1969-07-01",NO,,NO,NO,SINGLEFAMILY,YES,"1","100RESIDENTIAL",,SLABONGRADE,FLDTWOFLOORS,NO,NO,,,NO,NO,,,,NO,FLOODREGULAR,FLDPREFIRM,NO,,NO,NO,0.0,0,,,NO,,,"00020",PLUSTWO,"","10",,"",0,NO,,,,,,,,,-4,"2018-02-02",YES,NO,NO,NO,,,,"0",,,,,,,,,,YES,NO,,R3B,"{""s_RRMethod"":""B"",""formType"":""Dwelling Policy"",""CovrgRequestedID"":""BUILDINGONLY""}",1,"2021-05-26 12:00:00",1,"2023-12-01 21:40:56"
321,33,215,320,"290307",,"0290",D,AE,AE,,RAY COUNTY,NOGRANDFATHERING,,"290307","0290",D,AE,,,,,,,,,SFIP,ROLLOVER_RENEWAL,,,,,,TENANT,NO,NO,,UNIT,NO,ORIGINALCONSTRDT,"1963-07-01",NO,,NO,NO,SINGLEFAMILY,YES,"1","100RESIDENTIAL",,ELEWATEDONCRAWLSPACE,FLDONERFLOOR,NO,NO,,,NO,NO,,,,NO,FLOODREGULAR,FLDPREFIRM,NO,,NO,NO,5072.0,999,,,NO,,,"09990",,"","10",,"",0,NO,,,,,,,,,"692","2012-06-19",YES,NO,NO,NO,,,,"0",,,,,,,,,,YES,NO,,R2A,"{""s_RRMethod"":""1"",""formType"":""Dwelling Policy"",""CovrgRequestedID"":""BUILDINGONLY""}",1,"2019-08-13 12:00:00",1,"2023-12-01 21:40:55"
322,28,229,321,"320018",,"8825",F,AOB,"",,NYE COUNTY,NOGRANDFATHERING,,"000000","","",AO,,,,,,,,,SFIP,ROLLOVER_RENEWAL,,,,,,TENANT,NO,NO,,UNIT,NO,ORIGINALCONSTRDT,"2001-11-20",NO,NOTOVERWATER,NO,NO,SINGLEFAMILY,YES,"1","100RESIDENTIAL",NAX,SLABONGRADE,FLDONERFLOOR,NO,NO,,MAINHOUSEBLDG,NO,NO,,,,NO,FLOODREGULAR,FLDPOSTFIRM,NO,,NO,YES,242000.0,103,,LOWESTFLRONLYABOVEGROUNDLEVEL,YES,,,"00000",,"","10",,"",0,NO,,,,,,,,,"1","2015-12-02",NO,NO,NO,NO,,,,"0",,,,,,,,,,NO,NO,,R3A,"{""s_RRMethod"":""1"",""formType"":""Dwelling Policy"",""CovrgRequestedID"":""BUILDINGCONTENT""}",1,"2019-01-03 12:00:00",1,"2023-12-01 21:40:55"
323,27,231,324,"320018",,"8850",F,AOB,"",,NYE COUNTY,NOGRANDFATHERING,,"320018","8850",F,AO,,,,,,,,,SFIP,ROLLOVER_RENEWAL,,,,,,TENANT,NO,NO,,UNIT,NO,ORIGINALCONSTRDT,"1990-12-01",NO,NOTOVERWATER,NO,NO,SINGLEFAMILY,YES,"1","100RESIDENTIAL",NAX,SLABONGRADE,FLDONERFLOOR,NO,NO,,MAINHOUSEBLDG,NO,NO,,,,NO,FLOODREGULAR,FLDPOSTFIRM,NO,,NO,YES,8900.0,999,,LOWESTFLRONLYABOVEGROUNDLEVEL,YES,,,"00000",,"","10",,"",0,NO,,,,,,,,,"1","2015-12-02",NO,NO,NO,NO,,,,"0",,,,,,,,,,NO,NO,,R3A,"{""s_RRMethod"":""1"",""formType"":""Dwelling Policy"",""CovrgRequestedID"":""BUILDINGCONTENT""}",1,"2021-12-13 12:00:00",1,"2023-12-01 21:40:56"
324,24,221,322,"320018",,"8740",F,AOB,"",,NYE COUNTY,NOGRANDFATHERING,,"320018","8740",F,AO,,,,,,,,,SFIP,ROLLOVER_RENEWAL,,,,,,TENANT,NO,NO,,UNIT,NO,ORIGINALCONSTRDT,"2001-11-27",NO,NOTOVERWATER,NO,NO,SINGLEFAMILY,YES,"1","100RESIDENTIAL",,SLABONGRADE,FLDONERFLOOR,NO,NO,,MAINHOUSEBLDG,NO,NO,,,,NO,FLOODREGULAR,FLDPOSTFIRM,NO,,NO,NO,24500.0,999,,,YES,,,"00000",,"","10",,"",0,NO,,,,,,,,,"1","2015-12-02",NO,NO,NO,NO,,,,"0",,,,,,,,,,NO,NO,,R3A,"{""s_RRMethod"":""1"",""formType"":""Dwelling Policy"",""CovrgRequestedID"":""BUILDINGONLY""}",1,"2020-12-01 12:00:00",1,"2023-12-01 21:40:56"
325,38,220,326,"220001",,"0375",D,X,X,,ACADIA PARISH,NOGRANDFATHERING,,"220001","0375",D,X,,,,,,,,,PRP,ROLLOVER_RENEWAL,,,,,,TENANT,NO,NO,,UNIT,NO,BLDGPERMITDT,"1975-07-01",NO,,NO,NO,SINGLEFAMILY,YES,"1","100RESIDENTIAL",,SLABONGRADE,FLDONERFLOOR,NO,NO,,,NO,NO,,,,NO,FLOODREGULAR,FLDPREFIRM,NO,,NO,NO,0.0,0,,LOWESTFLRONLYABOVEGROUNDLEVEL,NO,,,"09990",,"","10",,"",0,NO,,,,,,,,,"9999","2010-11-26",NO,NO,NO,NO,,,,"0",,,,,,,,,,YES,NO,,P3A,"{""s_RRMethod"":""7"",""formType"":""Dwelling Policy"",""CovrgRequestedID"":""BUILDINGCONTENT""}",1,"2020-09-30 12:00:00",1,"2023-12-01 21:40:56"
326,36,224,325,"220164",,"0200",C,X,X,,ST. JOHN THE BAPTIST PARISH,CONTINUOUSCOVERAGE,,"220164","0210",D,AE,,,,,,,,,PRP,ROLLOVER_RENEWAL,,,,,,TENANT,NO,NO,,UNIT,NO,ORIGINALCONSTRDT,"1985-08-08",NO,NOTOVERWATER,NO,NO,SINGLEFAMILY,YES,"1","100RESIDENTIAL",NAX,SLABONGRADE,FLDONERFLOOR,NO,NO,,MAINHOUSEBLDG,NO,NO,,,,NO,FLOODREGULAR,FLDPOSTFIRM,YES,,NO,YES,0.0,0,,LOWESTFLRONLYABOVEGROUNDLEVEL,YES,,,"09990",,"","10",,"",0,NO,,,,,,,,,"4","2010-11-04",YES,NO,NO,NO,,,,"0",,,,,,,,,,NO,NO,,NM3,"{""s_RRMethod"":""7"",""formType"":""Dwelling Policy"",""CovrgRequestedID"":""BUILDINGCONTENT""}",1,"2018-10-02 12:00:00",1,"2023-12-01 21:40:56"
327,42,219,327,"220019",,"0125",B,A,A,,AVOYELLES PARISH,NOGRANDFATHERING,,"220019","0125",B,A,,,,,,,,,SFIP,ROLLOVER_RENEWAL,,,,,,TENANT,NO,NO,,UNIT,NO,ORIGINALCONSTRDT,"1980-02-25",NO,,NO,NO,SINGLEFAMILY,NO,"1","100RESIDENTIAL",,ELEWATEDONCRAWLSPACE,FLDONERFLOOR,NO,NO,,,NO,NO,,,,NO,FLOODREGULAR,FLDPREFIRM,NO,,NO,NO,6600.0,999,,LOWESTFLRONLYABOVEGROUNDLEVEL,NO,,,"09990",,"","10",,"",0,NO,,,,,,,,,"0","1980-02-26",YES,NO,NO,NO,,,,"0",,,,,,,,,,NO,NO,,R2B,"{""s_RRMethod"":""1"",""formType"":""Dwelling Policy"",""CovrgRequestedID"":""BUILDINGCONTENT""}",1,"2017-12-20 12:00:00",1,"2023-12-01 21:40:56"
328,37,233,329,"120635",,"0000",C,AHB,"",,MIAMI-DADE COUNTY,NOGRANDFATHERING,,"120635","0000",C,AHB,,,,,,,,,SFIP,ROLLOVER_RENEWAL,,,,,,TENANT,NO,NO,,UNIT,NO,ORIGINALCONSTRDT,"1975-07-01",NO,NOTOVERWATER,NO,NO,SINGLEFAMILY,YES,"1","100RESIDENTIAL",,ELEWATEDONCRAWLSPACE,FLDONERFLOOR,NO,NO,,MAINHOUSEBLDG,NO,NO,,,,NO,FLOODREGULAR,FLDPOSTFIRM,NO,,NO,NO,0.0,0,,LOWESTFLRONLYABOVEGROUNDLEVEL,NO,,,"00000",,"","10",,"",0,NO,,,,,,,,,"9999","1978-08-25",NO,NO,NO,NO,,,,"0",,,,,,,,,,NO,NO,,R3A,"{""s_RRMethod"":""1"",""formType"":""Dwelling Policy"",""CovrgRequestedID"":""BUILDINGCONTENT""}",1,"2021-07-13 12:00:00",1,"2023-12-01 21:40:56"
329,31,234,330,"060339",,"0003",C,A13,"1",,SANTA CLARA COUNTY,CONTINUOUSCOVERAGE,,"060339","0208",H,AE,,,,,,,,,SFIP,ROLLOVER_RENEWAL,,,,,,TENANT,NO,NO,,UNIT,NO,ORIGINALCONSTRDT,"1965-03-17",NO,NOTOVERWATER,NO,NO,SINGLEFAMILY,YES,"1","100RESIDENTIAL",NAX,SLABONGRADE,FLDONERFLOOR,NO,NO,,,NO,NO,,,,NO,FLOODREGULAR,FLDPREFIRM,NO,,NO,YES,21100.0,999,,,YES,,,"00010",PLUSONE,"","10",,"",0,NO,,,,,,,,,"295","2009-05-18",NO,NO,NO,NO,,,,"0",,,,,,,,,,YES,NO,,R3B,"{""s_RRMethod"":""B"",""formType"":""Dwelling Policy"",""CovrgRequestedID"":""BUILDINGONLY""}",1,"2020-03-24 12:00:00",1,"2023-12-01 21:40:56"
